Name,Meta Critic,Cost,Class,Country,Whiskey Type
Colonel EH Taylor Single Barrel,8.86,$$$$,Bourbon-like,USA,Bourbon
Wild Turkey 17yo Master's Keep,8.86,$$$$$,Bourbon-like,USA,Bourbon
Angel's Envy Cask Strength,8.85,$$$$$+,Bourbon-like,USA,Bourbon
Eagle Rare 17yo,8.85,$$$$$+,Bourbon-like,USA,Bourbon
Wild Turkey Kentucky Spirit Single Barrel,8.85,$$$,Bourbon-like,USA,Bourbon
Michter's 10yo Single Barrel Bourbon,8.84,$$$$$+,Bourbon-like,USA,Bourbon
Willett Family Estate 14yo Bourbon,8.84,$$$$$+,Bourbon-like,USA,Bourbon
J.P. Wiser's Last Barrels,8.83,$$$,Bourbon-like,Canada,Blend
W.L. Weller 12yo,8.83,$$$$$,Bourbon-like,USA,Bourbon
Willett Family Estate 5yo Bourbon,8.83,$$$,Bourbon-like,USA,Bourbon
Booker's Small Batch Straight Bourbon,8.82,$$$,Bourbon-like,USA,Bourbon
Jefferson's 18yo Presidential Select,8.82,$$$$$+,Bourbon-like,USA,Bourbon
Old Forester 1920 Prohibition Style,8.81,$$$$,Bourbon-like,USA,Bourbon
Smooth Ambler Old Scout Single Barrel Bourbon,8.81,$$$$,Bourbon-like,USA,Bourbon
Willett Family Estate 13yo Bourbon,8.81,$$$$$+,Bourbon-like,USA,Bourbon
Pappy Van Winkle Family Reserve Bourbon 23yo,8.8,$$$$$+,Bourbon-like,USA,Bourbon
Russell's Reserve Single Barrel,8.8,$$$$,Bourbon-like,USA,Bourbon
Stagg Jr batch 3 (132.1 proof),8.8,$$$$,Bourbon-like,USA,Bourbon
Wild Turkey 14yo Tradition,8.79,$$$$$,Bourbon-like,USA,Bourbon
Parker’s Heritage 8th 13yo Wheat Whiskey,8.78,$$$$$+,Bourbon-like,USA,Bourbon
Wild Turkey Diamond Anniversary,8.78,$$$$$,Bourbon-like,USA,Bourbon
Old Forester Birthday (2012-2016),8.77,$$$$$,Bourbon-like,USA,Bourbon
Baker’s Kentucky Straight Bourbon 7yo,8.76,$$$,Bourbon-like,USA,Bourbon
Knob Creek Single Barrel Reserve Bourbon,8.75,$$$,Bourbon-like,USA,Bourbon
Blanton's Gold Kentucky Straight Bourbon,8.74,$$$$,Bourbon-like,USA,Bourbon
Jefferson's Ocean Aged at Sea,8.74,$$$$,Bourbon-like,USA,Bourbon
Henry McKenna 10yo Single Barrel BiB,8.73,$$,Bourbon-like,USA,Bourbon
Orphan Barrel Barterhouse Bourbon 20yo,8.73,$$$$$,Bourbon-like,USA,Bourbon
Elmer T. Lee Single Barrel Bourbon,8.72,$$$,Bourbon-like,USA,Bourbon
Yellowstone 2016 Limited Edition,8.72,$$$$$,Bourbon-like,USA,Bourbon
Four Roses Single Barrel Bourbon,8.71,$$$,Bourbon-like,USA,Bourbon
Maker's Mark Cask Strength,8.71,$$$$,Bourbon-like,USA,Bourbon
Old Grand-Dad Bourbon 114,8.71,$$,Bourbon-like,USA,Bourbon
Wild Turkey Rare Breed,8.71,$$$,Bourbon-like,USA,Bourbon
Barton 1792 Full Proof Bourbon,8.7,$$$,Bourbon-like,USA,Bourbon
Elijah Craig 18yo,8.7,$$$$$,Bourbon-like,USA,Bourbon
Old Weller Antique 107,8.69,$$,Bourbon-like,USA,Bourbon
Woodford Reserve Double Oaked,8.69,$$$$,Bourbon-like,USA,Bourbon
Barton 1792 High Rye Bourbon,8.67,$$$,Bourbon-like,USA,Bourbon
Elijah Craig 12yo,8.67,$$,Bourbon-like,USA,Bourbon
Evan Williams Single Barrel,8.67,$$,Bourbon-like,USA,Bourbon
Stagg Jr batch 7 (129.5 proof),8.67,$$$$,Bourbon-like,USA,Bourbon
Barton 1792 Sweet Wheat Bourbon,8.65,$$$$,Bourbon-like,USA,Bourbon
Blanton's Original Bourbon Single Barrel,8.65,$$$,Bourbon-like,USA,Bourbon
"Buffalo Trace Experimental Collection 12yo floor #1 (rye, 2014)",8.65,$$$$$,Bourbon-like,USA,Bourbon
Maker's Mark 46,8.65,$$$,Bourbon-like,USA,Bourbon
Van Winkle Special Reserve 12yo Lot B,8.65,$$$$$+,Bourbon-like,USA,Bourbon
"Buffalo Trace Experimental Collection 12yo floor #1 (wheat, 2015)",8.62,$$$$$,Bourbon-like,USA,Bourbon
Willett Pot Still Reserve,8.62,$$$,Bourbon-like,USA,Bourbon
Barton 1792 Single Barrel Bourbon,8.61,$$$,Bourbon-like,USA,Bourbon
Colonel EH Taylor Small Batch (BiB),8.61,$$$$,Bourbon-like,USA,Bourbon
Yellowstone Limited Edition (all vintages),8.61,$$$$$,Bourbon-like,USA,Bourbon
Eagle Rare 10yo,8.6,$$,Bourbon-like,USA,Bourbon
Stranahan's Colorado Whiskey,8.6,$$$$,Bourbon-like,USA,Bourbon
Jim Beam Single Barrel,8.59,$$,Bourbon-like,USA,Bourbon
Knob Creek Small Batch 9yo Bourbon,8.59,$$,Bourbon-like,USA,Bourbon
Corner Creek Reserve Bourbon,8.58,$$,Bourbon-like,USA,Bourbon
Jack Daniel's Master Distiller (all series),8.58,$$,Bourbon-like,USA,Bourbon
Orphan Barrel Entrapment Canadian 25yo,8.58,$$$$$,Bourbon-like,Canada,Blend
Parker’s Heritage 9th 8yo Malt Whiskey,8.58,$$$$$,Bourbon-like,USA,Bourbon
Ezra Brooks 7yo Old Ezra 101,8.56,$$,Bourbon-like,USA,Bourbon
Jefferson's Reserve Very Old Kentucky Straight Bourbon,8.56,$$$,Bourbon-like,USA,Bourbon
Stagg Jr (all batches),8.56,$$$$,Bourbon-like,USA,Bourbon
Buffalo Trace Bourbon,8.55,$$,Bourbon-like,USA,Bourbon
Bulleit Bourbon Barrel Strength,8.55,$$$$,Bourbon-like,USA,Bourbon
Koval Single Barrel Four Grain,8.55,$$$$,Bourbon-like,USA,Grain
Russell's Reserve Small Batch 10yo Bourbon,8.55,$$,Bourbon-like,USA,Bourbon
Old Forester Statesman,8.53,$$$,Bourbon-like,USA,Bourbon
Barton 1792 Port Finished Bourbon,8.52,$$$,Bourbon-like,USA,Bourbon
Barton 1792 Small Batch Bourbon,8.52,$$,Bourbon-like,USA,Bourbon
Ancient Age 10yo Kentucky Straight Bourbon,8.51,$,Bourbon-like,USA,Bourbon
Four Roses Small Batch Bourbon,8.51,$$,Bourbon-like,USA,Bourbon
Koval Single Barrel Bourbon,8.51,$$$,Bourbon-like,USA,Bourbon
Willett Family Estate 9yo Bourbon,8.51,$$$$,Bourbon-like,USA,Bourbon
Bulleit 10yo,8.5,$$$,Bourbon-like,USA,Bourbon
Jim Beam 12yo Signature Craft,8.5,$$,Bourbon-like,USA,Bourbon
Jack Daniel's Single Barrel,8.49,$$$,Bourbon-like,USA,Bourbon
Wild Turkey Longbranch,8.49,$$$,Bourbon-like,USA,Bourbon
Jim Beam Distillers Masterpiece PX Sherry Cask Finish,8.48,$$$$$,Bourbon-like,USA,Bourbon
Jim Beam Bonded,8.47,$$,Bourbon-like,USA,Bourbon
Smooth Ambler Old Scout 7yo Bourbon,8.47,$$$,Bourbon-like,USA,Bourbon
Angel's Envy Bourbon (Port-finished),8.45,$$$,Bourbon-like,USA,Bourbon
Bernheim Original Straight Wheat 7yo Small Batch,8.45,$$,Bourbon-like,USA,Wheat
Michter's Small Batch US*1 Bourbon,8.45,$$$,Bourbon-like,USA,Bourbon
Wild Turkey Forgiven,8.45,$$$,Bourbon-like,USA,Bourbon
Smooth Ambler Contradiction Bourbon,8.44,$$$$,Bourbon-like,USA,Bourbon
Elijah Craig Small Batch (NAS),8.43,$$,Bourbon-like,USA,Bourbon
Wild Turkey 101 Bourbon,8.43,$$,Bourbon-like,USA,Bourbon
Michter's Toasted Barrel,8.41,$$$$,Bourbon-like,USA,Bourbon
Stagg Jr batch 1 (134.4 proof),8.41,$$$$,Bourbon-like,USA,Bourbon
FEW Bourbon,8.39,$$$,Bourbon-like,USA,Bourbon
Heaven Hill 6yo BiB,8.39,$,Bourbon-like,USA,Bourbon
Jefferson's Ocean,8.39,$$,Bourbon-like,USA,Bourbon
Old Grand-Dad Bourbon 100 BiB,8.39,$$,Bourbon-like,USA,Bourbon
Parker’s Heritage 10th 24yo Kentucky Straight Bourbon,8.39,$$$$$+,Bourbon-like,USA,Bourbon
Old Forester Signature (100 Proof),8.38,$$,Bourbon-like,USA,Bourbon
Smooth Ambler Old Scout 10yo Bourbon,8.38,$$$$,Bourbon-like,USA,Bourbon
Very Old Barton 6yo BiB,8.38,$$,Bourbon-like,USA,Bourbon
Bulleit Bourbon,8.37,$$,Bourbon-like,USA,Bourbon
Old Fitzgerald Kentucky Straight Bourbon,8.37,$$,Bourbon-like,USA,Bourbon
Stagg Jr (batches 1-2),8.37,$$$$,Bourbon-like,USA,Bourbon
W.L. Weller Special Reserve,8.36,$,Bourbon-like,USA,Bourbon
Woodford Reserve Distiller's Select,8.36,$$,Bourbon-like,USA,Bourbon
Evan Williams Bottled in Bond (White label),8.34,$,Bourbon-like,USA,Bourbon
Yellowstone 2015 Limited Edition,8.34,$$$$$,Bourbon-like,USA,Bourbon
Larceny Small Batch Bourbon,8.33,$$,Bourbon-like,USA,Bourbon
Old Forester 1870 Original Batch,8.32,$$$,Bourbon-like,USA,Bourbon
Balcones Baby Blue,8.31,$$$$,Bourbon-like,USA,Whiskey
High West American Prairie,8.3,$$$,Bourbon-like,USA,Bourbon
Jim Beam Double Oak,8.3,$$,Bourbon-like,USA,Bourbon
Basil Hayden’s Kentucky Bourbon,8.29,$$$,Bourbon-like,USA,Bourbon
Blanton's Special Reserve Single Barrel (Green label),8.29,$$$,Bourbon-like,USA,Bourbon
Michter's Sour Mash,8.28,$$$,Bourbon-like,USA,Bourbon
Very Old Barton 6yo,8.28,$,Bourbon-like,USA,Bourbon
Old Forester 1897 BiB,8.27,$$$,Bourbon-like,USA,Bourbon
George Dickel No.12,8.24,$$,Bourbon-like,USA,Bourbon
Jim Beam Black Label,8.23,$,Bourbon-like,USA,Bourbon
Four Roses (Yellow Label),8.22,$,Bourbon-like,USA,Bourbon
Evan Williams 1783 Small Batch,8.21,$,Bourbon-like,USA,Bourbon
Maker's Mark,8.21,$$,Bourbon-like,USA,Bourbon
Evan Williams (Black Label),8.19,$,Bourbon-like,USA,Bourbon
Koval Single Barrel Millet Whiskey,8.18,$$$,Bourbon-like,USA,Grain
Heaven Hill Trybox Series New Make,8.16,$,Bourbon-like,USA,Bourbon
Yellowstone Select,8.14,$$$,Bourbon-like,USA,Bourbon
Bib & Tucker 6yo Bourbon,8.13,$$$,Bourbon-like,USA,Bourbon
Tincup American Whiskey,8.13,$$,Bourbon-like,USA,Bourbon
Old Fitzgerald BiB,8.12,$$$,Bourbon-like,USA,Bourbon
Old Forester,8.08,$$,Bourbon-like,USA,Bourbon
Wild Turkey 81 Bourbon,8.07,$,Bourbon-like,USA,Bourbon
Jim Beam Devil's Cut,8.06,$,Bourbon-like,USA,Bourbon
Henry McKenna Straight Bourbon,8.05,$,Bourbon-like,USA,Bourbon
Jack Daniel's No. 27 Gold Double Barrelled,8.03,$$$$,Bourbon-like,USA,Bourbon
Mellow Corn BiB,8.01,$,Bourbon-like,USA,Bourbon
Old Grand-Dad Bourbon (80/86 Proof),8.01,$$,Bourbon-like,USA,Bourbon
Stagg Jr batch 2 (128.7 proof),7.97,$$$$,Bourbon-like,USA,Bourbon
66 Gilead The Wild Oak,7.94,$$,Bourbon-like,Canada,Blend
Jack Daniel's Old No. 7,7.94,$$,Bourbon-like,USA,Bourbon
Smooth Ambler Old Scout Yearling Bourbon,7.92,$$$,Bourbon-like,USA,Bourbon
Jefferson's Very Small Batch Bourbon,7.9,$$,Bourbon-like,USA,Bourbon
Jack Daniel's Gentleman Jack,7.85,$$,Bourbon-like,USA,Bourbon
Heaven Hill Old Syle Bourbon (white label),7.84,$,Bourbon-like,USA,Bourbon
Redemption High Rye Bourbon,7.81,$$,Bourbon-like,USA,Bourbon
Ancient Age Kentucky Straight Bourbon,7.79,$,Bourbon-like,USA,Bourbon
Ezra Brooks Black Label,7.78,$,Bourbon-like,USA,Bourbon
Jim Beam Distillers Series,7.72,$$,Bourbon-like,USA,Bourbon
Ezra B 12yo Single Barrel,7.69,$$$,Bourbon-like,USA,Bourbon
Jim Beam White Label,7.67,$,Bourbon-like,USA,Bourbon
Rebel Yell Kentucky Bourbon,7.45,$,Bourbon-like,USA,Bourbon
Jim Beam Red Stag (Black Cherry),7.42,$,Bourbon-like,USA,Flavoured
Virginia Black,7.29,$$,Bourbon-like,USA,Bourbon
